,datetimess,values
0,2021-05-10 07:09:58,105.5849
1,2021-05-10 07:09:56,141.4192
2,2021-05-10 07:09:54,166.2128
3,2021-05-10 07:09:52,162.8981
4,2021-05-10 07:09:50,145.8061
5,2021-05-10 07:09:48,100.5875
6,2021-05-10 07:09:46,59.94562
7,2021-05-10 07:09:44,62.73216
8,2021-05-10 07:09:42,115.0842
9,2021-05-10 07:09:40,184.8988
10,2021-05-10 07:09:38,201.9576
11,2021-05-10 07:09:37,182.8563
12,2021-05-10 07:09:33,137.7637
13,2021-05-10 07:09:31,98.47677
14,2021-05-10 07:09:29,68.10471
15,2021-05-10 07:09:27,69.01823
16,2021-05-10 07:09:25,106.9206
17,2021-05-10 07:09:23,141.1272
18,2021-05-10 07:09:21,174.3546
19,2021-05-10 07:09:19,176.3635
20,2021-05-10 07:09:17,145.1719
21,2021-05-10 07:09:15,98.22503
22,2021-05-10 07:09:13,56.69685
23,2021-05-10 07:09:11,72.12495
24,2021-05-10 07:09:09,129.3621
25,2021-05-10 07:09:07,146.1169
26,2021-05-10 07:09:05,161.1711
27,2021-05-10 07:09:03,189.3442
28,2021-05-10 07:09:01,175.121
29,2021-05-10 07:08:59,128.2271
30,2021-05-10 07:08:57,94.17516
31,2021-05-10 07:08:55,78.68532
32,2021-05-10 07:08:54,70.97503
33,2021-05-10 07:08:51,78.91319
34,2021-05-10 07:08:49,138.0405
35,2021-05-10 07:08:47,155.67
36,2021-05-10 07:08:44,150.558
37,2021-05-10 07:08:43,162.1319
38,2021-05-10 07:08:40,114.7639
39,2021-05-10 07:08:39,76.89816
40,2021-05-10 07:08:36,56.10035
41,2021-05-10 07:08:34,64.93983
42,2021-05-10 07:08:32,124.6428
43,2021-05-10 07:08:30,171.9654
44,2021-05-10 07:08:28,195.5437
45,2021-05-10 07:08:26,173.8635
46,2021-05-10 07:08:24,121.6318
47,2021-05-10 07:08:22,69.83244
48,2021-05-10 07:08:20,58.88977
49,2021-05-10 07:08:18,61.40478
50,2021-05-10 07:08:16,110.3745
51,2021-05-10 07:08:14,158.2304
52,2021-05-10 07:08:12,188.7782
53,2021-05-10 07:08:10,182.6517
54,2021-05-10 07:08:08,143.1323
55,2021-05-10 07:08:06,91.70834
56,2021-05-10 07:08:04,59.87792
57,2021-05-10 07:08:02,53.76963
58,2021-05-10 07:08:00,71.12952
59,2021-05-10 07:07:58,140.0397
60,2021-05-10 07:07:56,146.9906
61,2021-05-10 07:07:53,146.8926
62,2021-05-10 07:07:51,114.4186
63,2021-05-10 07:07:49,66.87495
64,2021-05-10 07:07:47,70.98819
65,2021-05-10 07:07:45,66.21397
66,2021-05-10 07:07:43,92.71808
67,2021-05-10 07:07:41,137.2935
68,2021-05-10 07:07:39,170.1144
69,2021-05-10 07:07:37,180.6167
70,2021-05-10 07:07:35,159.3636
71,2021-05-10 07:07:33,112.1565
72,2021-05-10 07:07:32,77.93407
73,2021-05-10 07:07:29,69.89662
74,2021-05-10 07:07:27,70.22641
75,2021-05-10 07:07:25,138.155
76,2021-05-10 07:07:23,189.5883
77,2021-05-10 07:07:21,205.5917
78,2021-05-10 07:07:19,162.2897
79,2021-05-10 07:07:17,121.9363
80,2021-05-10 07:07:15,66.85513
81,2021-05-10 07:07:13,43.05501
82,2021-05-10 07:07:11,56.83921
83,2021-05-10 07:07:09,107.1322
84,2021-05-10 07:07:07,136.9594
85,2021-05-10 07:07:05,178.258
86,2021-05-10 07:07:02,192.5471
87,2021-05-10 07:07:00,120.8357
88,2021-05-10 07:06:58,64.51216
89,2021-05-10 07:06:56,46.05564
90,2021-05-10 07:06:54,62.11573
91,2021-05-10 07:06:52,113.7986
92,2021-05-10 07:06:50,156.681
93,2021-05-10 07:06:48,187.8174
94,2021-05-10 07:06:46,164.5635
95,2021-05-10 07:06:44,116.0598
96,2021-05-10 07:06:42,71.55686
97,2021-05-10 07:06:40,58.25234
98,2021-05-10 07:06:38,56.49675
99,2021-05-10 07:06:36,115.6888
100,2021-05-10 07:06:34,156.683
101,2021-05-10 07:06:32,185.5184
102,2021-05-10 07:06:30,193.5741
103,2021-05-10 07:06:28,127.1825
104,2021-05-10 07:06:26,81.76826
105,2021-05-10 07:06:24,56.84148
106,2021-05-10 07:06:22,67.20968
107,2021-05-10 07:06:20,111.8112
108,2021-05-10 07:06:18,150.2906
109,2021-05-10 07:06:16,182.1783
110,2021-05-10 07:06:14,192.2943
111,2021-05-10 07:06:11,185.2352
112,2021-05-10 07:06:09,158.6161
113,2021-05-10 07:06:07,117.7203
114,2021-05-10 07:06:06,82.73785
115,2021-05-10 07:06:03,67.1431
116,2021-05-10 07:06:01,84.39732
117,2021-05-10 07:05:59,177.6757
118,2021-05-10 07:05:57,190.5513
119,2021-05-10 07:05:55,182.4718
120,2021-05-10 07:05:53,141.1533
121,2021-05-10 07:05:51,96.87248
122,2021-05-10 07:05:49,45.9102
123,2021-05-10 07:05:47,68.00844
124,2021-05-10 07:05:45,74.5345
125,2021-05-10 07:05:43,133.1368
126,2021-05-10 07:05:41,173.2142
127,2021-05-10 07:05:39,187.3073
128,2021-05-10 07:05:37,141.1738
129,2021-05-10 07:05:35,101.3237
130,2021-05-10 07:05:33,64.15771
131,2021-05-10 07:05:31,58.39665
132,2021-05-10 07:05:29,76.76352
133,2021-05-10 07:05:27,137.3967
134,2021-05-10 07:05:24,183.4545
135,2021-05-10 07:05:23,181.0164
136,2021-05-10 07:05:21,125.6633
137,2021-05-10 07:05:18,99.45777
138,2021-05-10 07:05:16,105.4544
139,2021-05-10 07:05:15,63.93578
140,2021-05-10 07:05:12,82.96349
141,2021-05-10 07:05:10,120.5019
142,2021-05-10 07:05:08,144.2144
143,2021-05-10 07:05:06,180.5387
144,2021-05-10 07:05:04,189.7384
145,2021-05-10 07:05:02,146.5189
146,2021-05-10 07:05:00,93.22863
147,2021-05-10 07:04:58,62.68449
148,2021-05-10 07:04:56,88.26556
149,2021-05-10 07:04:54,121.3023
150,2021-05-10 07:04:52,164.4884
151,2021-05-10 07:04:50,176.1894
152,2021-05-10 07:04:48,170.5325
153,2021-05-10 07:04:46,134.0391
154,2021-05-10 07:04:44,103.9391
155,2021-05-10 07:04:42,75.93736
156,2021-05-10 07:04:40,78.82053
157,2021-05-10 07:04:38,96.63139
158,2021-05-10 07:04:36,139.9135
159,2021-05-10 07:04:34,169.8194
160,2021-05-10 07:04:31,144.8876
161,2021-05-10 07:04:29,128.968
162,2021-05-10 07:04:27,97.55331
163,2021-05-10 07:04:25,72.89286
164,2021-05-10 07:04:23,82.16378
165,2021-05-10 07:04:21,106.5358
166,2021-05-10 07:04:19,125.7646
167,2021-05-10 07:04:17,164.475
168,2021-05-10 07:04:15,190.7734
169,2021-05-10 07:04:13,154.7812
170,2021-05-10 07:04:11,122.5011
171,2021-05-10 07:04:09,89.7138
172,2021-05-10 07:04:07,70.45098
173,2021-05-10 07:04:05,72.43512
174,2021-05-10 07:04:03,118.9875
175,2021-05-10 07:04:01,151.4512
176,2021-05-10 07:03:59,153.0183
177,2021-05-10 07:03:57,156.408
178,2021-05-10 07:03:55,138.8911
179,2021-05-10 07:03:53,104.152
180,2021-05-10 07:03:51,69.24287
181,2021-05-10 07:03:49,63.56431
182,2021-05-10 07:03:47,101.4907
183,2021-05-10 07:03:45,147.1394
184,2021-05-10 07:03:42,177.991
185,2021-05-10 07:03:40,179.4744
186,2021-05-10 07:03:38,147.9187
187,2021-05-10 07:03:36,107.3901
188,2021-05-10 07:03:34,63.08539
189,2021-05-10 07:03:32,59.60639
190,2021-05-10 07:03:30,97.54652
191,2021-05-10 07:03:28,147.411
192,2021-05-10 07:03:26,171.1469
193,2021-05-10 07:03:24,155.6288
194,2021-05-10 07:03:22,130.3741
195,2021-05-10 07:03:20,89.3075
196,2021-05-10 07:03:18,70.99671
197,2021-05-10 07:03:16,83.09879
198,2021-05-10 07:03:16,112.0381
199,2021-05-10 07:03:12,147.7865
200,2021-05-10 07:03:10,177.2515
201,2021-05-10 07:03:08,180.1199
202,2021-05-10 07:03:06,153.1439
203,2021-05-10 07:03:04,109.2167
204,2021-05-10 07:03:02,74.26987
205,2021-05-10 07:03:00,65.89908
206,2021-05-10 07:02:58,83.52549
207,2021-05-10 07:02:56,135.7348
208,2021-05-10 07:02:54,166.7621
209,2021-05-10 07:02:52,154.7125
210,2021-05-10 07:02:49,145.0276
211,2021-05-10 07:02:47,125.977
212,2021-05-10 07:02:45,81.91525
213,2021-05-10 07:02:43,64.19695
214,2021-05-10 07:02:41,78.65022
215,2021-05-10 07:02:39,130.2099
216,2021-05-10 07:02:37,160.3063
217,2021-05-10 07:02:35,153.6845
218,2021-05-10 07:02:33,147.6563
219,2021-05-10 07:02:31,125.622
220,2021-05-10 07:02:29,79.90169
221,2021-05-10 07:02:27,70.28258
222,2021-05-10 07:02:25,80.96419
223,2021-05-10 07:02:23,115.2156
224,2021-05-10 07:02:22,135.0314
225,2021-05-10 07:02:19,172.9878
226,2021-05-10 07:02:17,186.4763
227,2021-05-10 07:02:15,126.6246
228,2021-05-10 07:02:13,94.20716
229,2021-05-10 07:02:11,64.10794
230,2021-05-10 07:02:09,67.33619
231,2021-05-10 07:02:07,106.1766
232,2021-05-10 07:02:05,152.0182
233,2021-05-10 07:02:02,182.2756
234,2021-05-10 07:02:01,185.695
235,2021-05-10 07:01:58,172.346
236,2021-05-10 07:01:56,129.4475
237,2021-05-10 07:01:54,94.12155
238,2021-05-10 07:01:52,67.97145
239,2021-05-10 07:01:50,82.49517
240,2021-05-10 07:01:48,131.8715
241,2021-05-10 07:01:46,176.4332
242,2021-05-10 07:01:44,192.1862
243,2021-05-10 07:01:42,169.2632
244,2021-05-10 07:01:40,118.8668
245,2021-05-10 07:01:38,70.68031
246,2021-05-10 07:01:36,53.0369
247,2021-05-10 07:01:34,86.7692
248,2021-05-10 07:01:32,135.6494
249,2021-05-10 07:01:30,141.927
250,2021-05-10 07:01:28,152.8615
251,2021-05-10 07:01:26,143.111
252,2021-05-10 07:01:24,151.6421
253,2021-05-10 07:01:22,104.8843
254,2021-05-10 07:01:20,63.1045
255,2021-05-10 07:01:18,57.8611
256,2021-05-10 07:01:16,107.631
257,2021-05-10 07:01:14,151.4878
258,2021-05-10 07:01:12,155.2153
259,2021-05-10 07:01:10,136.2184
260,2021-05-10 07:01:08,105.653
261,2021-05-10 07:01:05,68.4065
262,2021-05-10 07:01:03,64.83012
263,2021-05-10 07:01:01,55.45993
264,2021-05-10 07:00:59,69.99738
265,2021-05-10 07:00:57,147.4259
266,2021-05-10 07:00:55,209.1749
267,2021-05-10 07:00:53,185.2667
268,2021-05-10 07:00:52,168.4855
269,2021-05-10 07:00:49,127.104
270,2021-05-10 07:00:47,69.17909
271,2021-05-10 07:00:45,58.36317
272,2021-05-10 07:00:43,121.8861
273,2021-05-10 07:00:41,164.0808
274,2021-05-10 07:00:39,191.7463
275,2021-05-10 07:00:37,186.8081
276,2021-05-10 07:00:35,170.214
277,2021-05-10 07:00:33,131.301
278,2021-05-10 07:00:31,88.76117
279,2021-05-10 07:00:29,65.25265
280,2021-05-10 07:00:27,82.93127
281,2021-05-10 07:00:25,147.7048
282,2021-05-10 07:00:23,191.6893
283,2021-05-10 07:00:21,183.7549
284,2021-05-10 07:00:18,166.3689
285,2021-05-10 07:00:16,117.9888
286,2021-05-10 07:00:14,73.36317
287,2021-05-10 07:00:12,59.84966
288,2021-05-10 07:00:10,95.61359
289,2021-05-10 07:00:08,129.5603
290,2021-05-10 07:00:06,172.318
291,2021-05-10 07:00:04,187.6733
292,2021-05-10 07:00:02,174.7826
293,2021-05-10 07:00:00,143.4234
294,2021-05-10 06:59:58,100.3832
295,2021-05-10 06:59:56,65.38091
296,2021-05-10 06:59:54,79.22916
297,2021-05-10 06:59:52,130.9485
298,2021-05-10 06:59:50,178.3589
299,2021-05-10 06:59:48,191.0643
300,2021-05-10 06:59:46,173.3697
301,2021-05-10 06:59:44,120.4407
302,2021-05-10 06:59:42,70.61769
303,2021-05-10 06:59:40,44.51377
304,2021-05-10 06:59:38,66.08092
305,2021-05-10 06:59:36,118.1441
306,2021-05-10 06:59:33,170.4022
307,2021-05-10 06:59:32,203.4789
308,2021-05-10 06:59:30,185.794
309,2021-05-10 06:59:27,141.1595
310,2021-05-10 06:59:25,95.00723
311,2021-05-10 06:59:23,62.54927
312,2021-05-10 06:59:21,79.30541
313,2021-05-10 06:59:19,116.2035
314,2021-05-10 06:59:17,153.9888
315,2021-05-10 06:59:15,172.2455
316,2021-05-10 06:59:13,164.8133
317,2021-05-10 06:59:12,125.9545
318,2021-05-10 06:59:09,82.1424
319,2021-05-10 06:59:07,90.57298
320,2021-05-10 06:59:05,58.1623
321,2021-05-10 06:59:03,83.63282
322,2021-05-10 06:59:01,134.5776
323,2021-05-10 06:58:59,175.9108
324,2021-05-10 06:58:57,171.8853
325,2021-05-10 06:58:55,119.7394
326,2021-05-10 06:58:53,112.1928
327,2021-05-10 06:58:51,65.8811
328,2021-05-10 06:58:49,67.7215
329,2021-05-10 06:58:47,75.06928
330,2021-05-10 06:58:45,133.1108
331,2021-05-10 06:58:43,175.3366
332,2021-05-10 06:58:41,202.8734
333,2021-05-10 06:58:39,135.9769
334,2021-05-10 06:58:36,139.5103
335,2021-05-10 06:58:34,94.04209
336,2021-05-10 06:58:32,61.40667
337,2021-05-10 06:58:30,60.25791
338,2021-05-10 06:58:28,118.485
339,2021-05-10 06:58:26,156.3138
340,2021-05-10 06:58:24,178.4151
341,2021-05-10 06:58:22,165.5175
342,2021-05-10 06:58:20,130.9022
343,2021-05-10 06:58:18,91.5357
344,2021-05-10 06:58:16,65.90611
345,2021-05-10 06:58:14,61.37341
346,2021-05-10 06:58:12,97.53967
347,2021-05-10 06:58:10,142.8083
348,2021-05-10 06:58:08,140.2385
349,2021-05-10 06:58:06,145.6504
350,2021-05-10 06:58:04,118.8009
351,2021-05-10 06:58:02,84.66131
352,2021-05-10 06:58:00,52.15568
353,2021-05-10 06:57:58,62.50607
354,2021-05-10 06:57:56,112.0615
355,2021-05-10 06:57:54,150.717
356,2021-05-10 06:57:52,186.4589
357,2021-05-10 06:57:50,197.8381
358,2021-05-10 06:57:48,174.8905
359,2021-05-10 06:57:46,114.6196
360,2021-05-10 06:57:43,102.2664
361,2021-05-10 06:57:41,64.43209
362,2021-05-10 06:57:39,85.12832
363,2021-05-10 06:57:37,154.2402
364,2021-05-10 06:57:35,184.242
365,2021-05-10 06:57:33,193.8722
366,2021-05-10 06:57:31,175.1619
367,2021-05-10 06:57:29,149.5226
368,2021-05-10 06:57:27,57.58527
369,2021-05-10 06:57:25,59.62035
370,2021-05-10 06:57:23,81.30637
371,2021-05-10 06:57:21,149.4932
372,2021-05-10 06:57:19,167.879
373,2021-05-10 06:57:17,185.8711
374,2021-05-10 06:57:15,182.6954
375,2021-05-10 06:57:13,166.9885
376,2021-05-10 06:57:11,150.4784
377,2021-05-10 06:57:09,74.38557
378,2021-05-10 06:57:07,72.95837
379,2021-05-10 06:57:05,113.0376
380,2021-05-10 06:57:02,134.5136
381,2021-05-10 06:57:00,177.5103
382,2021-05-10 06:56:58,147.3326
383,2021-05-10 06:56:56,130.4952
384,2021-05-10 06:56:54,121.0583
385,2021-05-10 06:56:52,83.55447
386,2021-05-10 06:56:50,80.01611
387,2021-05-10 06:56:48,74.07125
388,2021-05-10 06:56:46,122.6037
389,2021-05-10 06:56:44,153.8739
390,2021-05-10 06:56:42,168.6984
391,2021-05-10 06:56:40,171.1936
392,2021-05-10 06:56:38,130.5289
393,2021-05-10 06:56:36,91.23754
394,2021-05-10 06:56:34,61.14828
395,2021-05-10 06:56:32,67.41611
396,2021-05-10 06:56:30,121.915
397,2021-05-10 06:56:28,158.042
398,2021-05-10 06:56:26,181.638
399,2021-05-10 06:56:24,171.3685
400,2021-05-10 06:56:22,159.9156
401,2021-05-10 06:56:20,122.1938
402,2021-05-10 06:56:18,75.06235
403,2021-05-10 06:56:16,62.6781
404,2021-05-10 06:56:14,105.6812
405,2021-05-10 06:56:11,165.3203
406,2021-05-10 06:56:09,197.7219
